chrom,tss,tes,gene_id,exon_num,strand,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61
chr21,37365572,37526358,DYRK1A,12,+,33.490519,34.007475,34.643941,34.984982,35.619066,36.627606,37.623843,38.807246,39.572697,40.080713,40.812957,41.865684,42.457294,43.458556,43.717845,44.859568,45.751474,46.869532,48.270282,49.505287,50.756057,53.826343,57.230634,61.60758,56.845242,51.565379,52.027849,57.808721,66.480029,97.118651,226.610187,225.454012,331.822059,430.096885,478.656211,477.500036,380.381385,330.665885,365.351117,743.420154,1291.44683,1274.104213,770.012165,471.719164,502.935874,440.502455,284.418908,186.144082,130.64771,114.461268,110.992745,160.708245,344.539978,434.721583,463.625943,372.288164,402.348699,405.817222,348.008501,328.353536,290.19978
chr21,46286341,46297751,YBEY,4,+,100.317401,103.537413,106.739674,110.264783,113.883181,117.374827,120.964749,125.570596,130.122176,135.657799,141.746984,148.112029,155.312764,163.632686,173.281642,184.371281,196.467068,209.979062,224.875925,243.532376,266.266969,294.182159,326.908318,369.480312,427.206449,505.479457,587.336607,666.72725,815.681055,1225.544888,1616.331842,1152.705899,926.095712,791.979479,339.91528,143.365628,109.83657,79.776035,60.12107,77.463686,75.151337,58.964896,33.529058,33.529058,33.529058,27.748186,27.748186,20.81114,10.40557,6.937047,13.874093,19.654965,15.030267,17.342616,17.342616,24.279663,41.622279,41.622279,56.652547,41.622279,33.529058
chr21,38805182,38824955,ETS2,11,+,40.466105,40.705313,40.672564,40.680211,40.377168,41.206056,41.285062,40.918521,40.676318,41.347,42.547219,42.900156,43.934628,45.770905,46.969586,48.405169,49.632916,53.095087,56.074459,59.385323,62.202184,65.002695,69.081422,75.481673,83.437254,95.500007,111.281788,130.262318,160.708245,257.826896,504.092048,435.877757,315.635617,634.739758,1372.379039,1155.018248,805.853572,1159.642946,1145.768853,603.523048,373.444338,437.033932,406.973397,352.633199,448.595676,393.099304,230.07871,143.365628,132.960059,209.26757,190.76878,71.682814,38.153756,39.30993,45.090802,64.745768,138.740931,152.615024,138.740931,141.05328,122.554489
chr21,44768579,44801820,UBE2G2,7,-,62.433419,64.745768,63.589593,52.027849,38.153756,42.778454,62.433419,104.055698,153.771198,245.108978,247.421326,106.368047,101.743349,112.148919,105.211872,115.617442,136.428582,180.36321,276.325687,544.558153,412.754269,271.700989,390.786955,493.686478,447.439501,431.25306,460.15742,598.898351,638.208281,952.687724,1139.98798,648.613851,395.98974,295.980652,236.726713,247.883796,247.035935,226.279851,214.903921,194.494231,176.894687,164.071661,153.289459,143.454565,140.062273,142.749002,135.127886,127.655258,122.169097,117.017022,111.802067,107.028718,102.479097,98.425631,95.095346,91.985237,88.847558,86.027941,83.574894,80.93221,78.388626
chr21,36748625,36990211,HLCS,12,-,16.186442,13.874093,23.123488,62.433419,53.184023,18.498791,11.561744,16.186442,25.435837,26.592012,16.186442,6.937047,4.624698,6.937047,18.498791,15.030267,12.717919,15.030267,15.030267,16.186442,25.435837,55.496372,73.995163,92.493954,94.806303,70.52664,123.710663,528.371711,856.725247,1487.996482,1294.915353,791.979479,820.305753,816.644534,696.884133,585.024258,495.42074,432.739569,381.971125,342.356093,310.201598,283.472947,260.139245,240.662153,224.215254,210.577901,198.500696,187.708318,178.500484,170.201045,162.037845,154.597037,148.042879,142.058649,136.332234,131.202673,126.467695,122.040633,118.136251,114.979553,111.609371
chr21,46188445,46228774,LSS,21,-,27.748186,27.748186,26.592012,27.748186,19.654965,20.81114,34.685233,43.934628,50.871675,63.589593,77.463686,57.808721,70.52664,102.899524,117.929791,106.368047,94.806303,121.398314,152.615024,201.174349,234.703408,359.570245,523.747013,539.933455,443.970978,567.681641,349.164676,548.026676,1497.245877,1104.146573,595.429827,500.623525,393.677391,382.308342,347.14137,287.656196,255.129156,241.144951,225.454012,207.469077,190.884397,177.315114,167.163552,159.107388,154.844789,149.60897,145.967021,139.353023,132.317739,126.327268,121.571741,118.150015,115.197015,114.05912,114.798485,112.842624,109.83657,106.839081,103.436319,100.427702,97.272808
chr21,46161159,46184459,SPATC1L,5,-,34.685233,21.967314,23.123488,13.874093,12.717919,19.654965,33.529058,47.403151,38.153756,33.529058,38.153756,56.652547,63.589593,38.153756,47.403151,116.773617,129.491535,71.682814,54.340198,54.340198,73.995163,121.398314,187.300256,539.933455,663.644118,480.96856,459.001246,633.583583,517.966141,471.719164,1050.96255,682.142909,434.721583,384.620691,410.152876,384.543613,339.144497,306.716557,283.840821,273.499483,262.798446,248.157074,239.13541,229.722964,221.57257,214.508894,209.123049,206.751191,201.110118,194.1156,187.704917,181.464328,176.63192,171.91811,166.729986,161.170714,156.439293,152.186811,148.403245,146.076658,143.365628
chr21,39445864,39515506,SH3BGR,7,+,109.913648,113.026017,116.567157,120.199319,124.422155,128.705337,133.58632,138.539857,143.680949,148.871221,155.274225,162.107824,169.315321,177.302748,187.155735,198.784922,211.249584,226.076568,243.66376,261.820953,282.337794,307.542396,339.337193,372.453332,421.810968,483.280909,586.758519,701.412483,852.678636,1390.87783,1286.822132,1007.027922,696.017002,245.108978,99.431,145.677977,183.831733,91.337779,36.997582,30.060535,35.841407,41.622279,54.340198,50.871675,53.184023,47.403151,48.559326,31.216709,35.841407,55.496372,38.153756,30.060535,32.372884,23.123488,16.186442,11.561744,13.874093,12.717919,19.654965,25.435837,28.904361
chr21,45643724,45942450,PCBP3,15,+,148.568413,152.096739,156.166131,161.007994,166.711458,173.194928,177.569122,183.127975,190.348353,199.082224,208.516057,219.064627,230.656797,243.952803,258.91081,275.709061,294.824478,317.058601,342.805716,373.759659,410.788772,454.890403,510.595529,570.159158,643.989153,624.102953,595.718871,744.961719,964.249468,1611.707145,913.377794,235.859582,71.682814,16.186442,35.841407,70.52664,120.24214,48.559326,16.186442,18.498791,18.498791,11.561744,12.717919,10.40557,3.468523,6.937047,8.093221,4.624698,3.468523,3.468523,4.624698,12.717919,49.7155,89.025431,17.342616,5.780872,3.468523,4.624698,2.312349,1.156174,2.312349
chr21,28872190,28885367,N6AMT1,6,-,36.997582,24.279663,28.904361,32.372884,30.060535,25.435837,33.529058,34.685233,30.060535,34.685233,45.090802,35.841407,19.654965,25.435837,23.123488,9.249395,6.937047,10.40557,12.717919,21.967314,36.997582,42.778454,33.529058,33.529058,70.52664,94.806303,62.433419,63.589593,202.330524,908.753096,1393.190179,1174.673213,981.013997,766.543642,609.014877,497.386236,462.084377,422.499167,375.034078,338.502178,309.392275,286.521043,268.810553,254.269436,245.108978,237.709461,225.454012,213.620227,202.780147,192.776872,183.889542,175.463233,168.013165,161.51254,154.927373,149.285241,143.810311,138.526824,133.703314,129.212459,125.367847
chr21,25585655,25607481,MRPL39,11,-,21.967314,10.40557,16.186442,15.030267,6.937047,5.780872,4.624698,3.468523,5.780872,9.249395,9.249395,8.093221,18.498791,13.874093,9.249395,19.654965,38.153756,71.682814,164.176768,308.698571,730.702235,896.035177,573.462513,462.469769,426.628362,403.504873,422.003664,520.27849,952.687724,1720.38754,1455.623598,590.80513,386.740344,313.70866,249.155588,207.648926,177.087382,154.762205,137.729278,124.60991,115.154972,107.629328,100.298131,93.828001,88.860263,84.169498,79.992818,76.035471,72.838989,69.857276,66.88469,64.360376,61.750225,59.668654,58.049591,56.652547,55.096158,53.440951,51.780097,50.233785,48.674943
chr21,33324394,33359864,IFNAR1,11,+,11.831518,12.159765,12.594043,13.060489,13.562815,14.105328,14.596702,15.130804,15.818568,16.571833,17.400425,18.316237,19.333806,20.471088,21.750531,23.200567,24.85775,26.769885,29.000708,31.637136,34.80085,38.667611,43.501063,49.550332,57.616025,68.907996,86.134994,114.846659,153.193111,299.449175,854.412898,891.41048,751.513375,803.541224,1083.335434,1423.250714,1235.950457,712.203444,433.565408,453.220374,548.026676,443.970978,369.975815,239.328105,242.796629,220.829315,64.745768,31.216709,77.463686,100.587175,70.52664,62.433419,60.12107,63.589593,41.622279,36.997582,45.090802,38.153756,23.123488,17.342616,45.090802
chr21,32311017,32393012,URB1,39,-,27.748186,15.030267,9.249395,10.40557,6.937047,6.937047,5.780872,13.874093,19.654965,39.30993,43.934628,56.652547,61.277244,46.246977,54.340198,49.7155,63.589593,116.773617,123.710663,84.400733,64.745768,98.274826,261.295419,615.084793,835.914107,659.019421,788.510956,719.140491,828.977061,1338.849981,1227.857237,630.11506,402.348699,323.728838,260.717332,240.02181,219.287749,193.081129,171.54738,156.083547,143.250011,133.170272,123.903359,115.439569,108.432644,103.207837,97.696739,92.765995,87.869256,83.79222,79.833844,76.1974,72.944095,70.124492,67.34716,64.745768,62.65576,61.063138,59.666859,58.366874,56.96086
chr21,17593652,17612901,BTG3,6,-,17.342616,16.186442,19.654965,28.904361,31.216709,54.340198,63.589593,57.808721,52.027849,35.841407,35.841407,48.559326,54.340198,50.871675,40.466105,23.123488,18.498791,19.654965,17.342616,39.30993,64.745768,60.12107,86.713082,131.803884,168.801466,163.020594,172.269989,304.073873,722.609014,1171.20469,1272.948039,845.163503,526.637449,427.013753,360.437376,316.560557,286.15317,264.92911,250.022719,241.255063,233.200381,241.640454,259.272114,252.66858,241.144951,227.766361,216.999487,211.103847,209.460266,203.790955,196.260608,188.73171,183.253646,176.392002,169.813118,163.714298,158.306959,153.128879,148.403245,143.804177,139.434635
chr21,43773949,43776308,CSTB,3,-,53.184023,64.745768,87.869256,150.302675,123.710663,98.274826,56.652547,40.466105,53.184023,50.871675,41.622279,45.090802,48.559326,45.090802,41.622279,47.403151,41.622279,43.934628,33.529058,34.685233,50.871675,50.871675,87.869256,171.113815,306.386222,493.686478,748.044851,943.438329,720.296665,627.802711,763.075119,773.480689,612.772444,514.883009,446.861414,379.225211,325.270404,282.76723,248.866544,226.096331,207.880161,191.294314,176.605643,164.087831,153.440863,145.215507,137.8738,131.463833,124.93107,119.085965,113.651946,108.845563,104.633785,100.235296,96.49239,93.048918,90.270541,87.912077,85.474323,83.284426,81.702993
chr21,33577550,33588684,DONSON,10,-,28.904361,34.685233,50.871675,53.184023,49.7155,32.372884,19.654965,23.123488,41.622279,40.466105,35.841407,32.372884,24.279663,26.592012,28.904361,26.592012,36.997582,50.871675,42.778454,23.123488,27.748186,30.060535,47.403151,92.493954,183.831733,358.414071,378.069036,571.150165,953.843898,1190.859655,1254.449248,788.510956,512.185269,408.514963,372.577208,353.326903,328.738927,298.458169,269.244119,246.907471,226.494569,206.955222,192.792085,184.632162,178.050861,174.04279,167.500769,160.640234,154.092358,148.355434,143.192202,137.860036,132.644738,127.983482,123.132576,119.178459,115.750847,112.320204,109.134607,105.929498,102.860984
chr21,39405727,39445778,LCA5L,11,-,21.967314,20.81114,16.186442,11.561744,12.717919,19.654965,23.123488,27.748186,30.060535,41.622279,49.7155,38.153756,36.997582,48.559326,43.934628,46.246977,56.652547,56.652547,42.778454,35.841407,31.216709,34.685233,82.088384,176.894687,154.927373,97.118651,228.922536,647.457677,1008.184096,1215.139318,1350.411725,929.564236,661.33177,531.069451,420.269403,358.876541,311.203615,282.436895,254.502895,232.647987,214.70159,199.492641,184.313472,171.291687,160.873412,151.150536,142.859802,136.02052,130.455014,124.866838,119.953096,115.78261,111.675939,107.675027,103.766654,100.309693,96.807374,93.864235,91.090028,88.547014,86.558925
chr21,36385391,36419015,CHAF1B,14,+,66.981038,68.533236,70.32018,72.53924,74.751123,77.139957,79.535165,82.038116,84.558393,87.979368,91.626823,95.536518,100.587175,105.687944,111.932136,118.623496,126.353348,134.471979,144.618151,156.503974,170.651345,187.685648,208.40044,236.189918,272.279076,316.791792,390.497911,509.87292,726.655624,1281.04126,1383.940784,901.816049,648.613851,559.58842,442.814804,224.297838,160.708245,156.083547,141.05328,87.869256,95.962477,80.93221,50.871675,40.466105,47.403151,33.529058,26.592012,19.654965,20.81114,41.622279,41.622279,35.841407,25.435837,23.123488,21.967314,23.123488,24.279663,24.279663,35.841407,35.841407,25.435837
chr21,17788973,17819356,C21orf91,5,-,13.874093,16.186442,12.717919,13.874093,11.561744,28.904361,24.279663,18.498791,11.561744,6.937047,15.030267,17.342616,26.592012,33.529058,26.592012,12.717919,9.249395,12.717919,38.153756,53.184023,109.83657,145.677977,203.486698,202.330524,243.952803,249.733675,602.366874,1087.960131,625.490362,750.3572,1130.738585,796.604177,476.343862,396.567827,345.985196,317.023027,291.54865,267.241459,241.351411,220.315459,201.752437,187.300256,174.48599,162.309102,151.293682,141.824062,133.465885,126.091022,119.278661,113.305093,108.102308,103.064691,98.95802,95.308987,91.578649,88.377973,85.868185,82.987631,80.230247,77.623159,75.266955
chr21,39380325,39515504,GET1-SH3BGR,7,+,85.055898,85.995456,87.621504,88.554396,88.136066,87.453033,86.664908,84.702344,85.189034,86.933305,89.834753,91.763738,94.613607,98.886918,104.850568,110.915666,117.599456,124.955774,133.441798,141.99924,152.961876,165.461406,182.386515,205.633879,234.125321,271.932224,326.330231,415.452009,608.147746,1148.081201,1744.667203,1358.504946,492.530304,268.232466,299.449175,252.046024,211.579919,219.67314,171.113815,109.83657,79.776035,56.652547,52.027849,33.529058,25.435837,47.403151,41.622279,39.30993,48.559326,40.466105,27.748186,26.592012,34.685233,35.841407,24.279663,18.498791,17.342616,20.81114,15.030267,11.561744,9.249395
chr21,39380325,39397889,GET1,5,+,85.055898,85.995456,87.621504,88.554396,88.136066,87.453033,86.664908,84.702344,85.189034,86.933305,89.834753,91.763738,94.613607,98.886918,104.850568,110.915666,117.599456,124.955774,133.441798,141.99924,152.961876,165.461406,182.386515,205.633879,234.125321,271.932224,326.330231,415.452009,608.147746,1148.081201,1744.667203,1358.504946,492.530304,268.232466,299.449175,252.046024,211.579919,219.67314,171.113815,109.83657,79.776035,56.652547,52.027849,33.529058,25.435837,47.403151,41.622279,39.30993,48.559326,40.466105,27.748186,26.592012,34.685233,35.841407,24.279663,18.498791,17.342616,20.81114,15.030267,11.561744,9.249395
chr21,33903452,33915804,ATP5PO,7,-,12.717919,16.186442,9.249395,6.937047,4.624698,2.312349,5.780872,8.093221,18.498791,24.279663,21.967314,20.81114,17.342616,16.186442,18.498791,24.279663,19.654965,12.717919,24.279663,45.090802,64.745768,67.058116,68.214291,85.556907,173.426163,161.864419,109.83657,179.207035,949.219201,2221.011065,1751.60425,815.102968,528.949798,391.943129,305.519091,261.757889,225.646708,205.964215,188.600953,172.65538,160.592627,148.095433,136.813973,128.780043,123.132576,116.234069,109.186222,104.191719,99.687928,95.475667,91.684632,87.924312,84.50584,81.434894,78.716209,75.891289,73.328139,71.040495,68.916254,66.818908,64.977003
chr21,43789576,43805293,RRP1,13,+,88.986891,91.417516,94.228215,97.161473,100.587175,104.009451,107.813265,112.299724,117.404257,122.829768,128.566596,134.846448,141.952526,149.962624,159.190766,169.341014,180.858713,194.415176,208.978527,225.348906,245.9183,270.159423,296.269696,333.96924,381.344864,431.946764,516.809967,590.419738,770.012165,1108.771271,988.529131,475.187688,371.13199,376.912862,337.602931,143.365628,99.431,107.524221,71.682814,38.153756,35.841407,41.622279,38.153756,31.216709,26.592012,21.967314,17.342616,15.030267,10.40557,13.874093,10.40557,8.093221,20.81114,19.654965,10.40557,11.561744,13.874093,15.030267,16.186442,18.498791,16.186442
chr21,44300052,44327373,PFKL,22,+,100.856949,102.97926,105.78996,107.781149,110.814872,112.75013,115.858312,118.784355,116.090423,99.761336,94.690685,97.0578,99.75216,104.191719,109.475266,115.540364,120.985395,127.712805,137.488408,147.990326,159.783305,176.123904,196.260608,219.012469,248.577501,289.968545,333.556321,369.590424,457.845071,737.639281,581.555734,212.736094,122.554489,262.451594,499.46735,632.427409,608.147746,237.015757,186.144082,135.272407,86.713082,102.899524,109.83657,101.743349,86.713082,54.340198,36.997582,20.81114,31.216709,48.559326,54.340198,69.370465,70.52664,70.52664,63.589593,58.964896,72.838989,120.24214,255.514547,137.584756,50.871675
chr21,46235132,46285611,MCM3AP,28,-,15.030267,17.342616,18.498791,8.093221,5.780872,17.342616,24.279663,27.748186,28.904361,30.060535,31.216709,40.466105,54.340198,77.463686,73.995163,55.496372,80.93221,107.524221,151.458849,543.401978,886.785782,901.816049,1212.826969,1544.649028,1163.111469,767.699816,772.324514,655.550897,400.03635,108.680396,41.622279,53.184023,42.200366,31.987492,28.615317,27.979421,27.748186,25.766173,24.713228,22.738097,21.504844,21.231567,20.81114,20.54433,20.233052,19.577887,20.01627,20.131037,20.554212,20.81114,20.522096,20.205524,19.707519,19.403623,19.125052,18.730026,18.587727,18.841361,18.333623,17.980506,17.689469
chr21,32268227,32279049,MIS18A,5,-,13.874093,15.030267,18.498791,30.060535,28.904361,16.186442,11.561744,12.717919,12.717919,8.093221,4.624698,4.624698,9.249395,15.030267,18.498791,13.874093,15.030267,20.81114,43.934628,67.058116,87.869256,82.088384,76.307512,112.148919,98.274826,100.587175,186.144082,301.761524,409.285746,909.90927,1208.202271,871.755514,632.427409,502.935874,413.910443,349.39591,308.698571,296.310988,269.38864,244.209731,220.944932,202.645844,187.203909,173.604036,162.52509,153.462885,144.521803,136.156541,128.784984,122.61534,117.004852,112.754534,108.627842,104.658919,100.876218,97.303639,94.450557,91.509064,89.108014,87.032026,85.287133
chr21,5116340,5128369,LOC102724023,7,-,41.622279,41.622279,48.559326,35.841407,25.435837,46.246977,73.995163,112.148919,120.24214,100.587175,114.461268,95.962477,64.745768,55.496372,53.184023,52.027849,56.652547,47.403151,48.559326,57.808721,70.52664,84.400733,93.650128,151.458849,220.829315,283.262733,408.129571,711.04727,1287.978306,1331.912935,856.725247,474.031513,317.369879,253.202198,213.025137,183.600498,162.249811,144.356635,130.792232,122.682953,113.883181,109.20593,105.404568,100.765048,94.888887,89.102509,84.256211,79.980066,76.500208,73.447501,70.468831,67.608676,64.798321,62.332882,60.12107,57.808721,56.029991,54.639947,53.390483,52.067717,51.025831
chr21,33229937,33265664,IFNAR2,8,+,49.25303,50.512862,51.821389,53.355309,54.073388,55.311384,55.978112,56.753084,57.493401,58.35928,59.600791,62.00746,64.039217,66.105973,69.876292,73.918085,78.702445,84.400733,90.759692,96.908438,104.980638,115.488978,127.901795,142.374622,162.057115,185.681612,226.0321,289.814389,413.332356,736.483107,767.699816,604.679223,563.056944,514.497618,447.439501,323.728838,282.106559,418.535141,409.285746,306.386222,212.736094,194.237303,243.952803,108.680396,48.559326,32.372884,52.027849,53.184023,86.713082,97.118651,68.214291,30.060535,24.279663,34.685233,33.529058,54.340198,38.153756,53.184023,84.400733,113.305093,61.277244
chr21,36034540,36060526,SETD4,12,-,20.81114,25.435837,26.592012,24.279663,21.967314,33.529058,40.466105,45.090802,28.904361,16.186442,16.186442,18.498791,11.561744,10.40557,21.967314,16.186442,16.186442,13.874093,10.40557,17.342616,20.81114,24.279663,30.060535,60.12107,73.995163,130.64771,179.207035,309.854745,594.273653,985.060608,899.503701,793.135654,560.744595,417.378966,374.889556,354.020608,320.067619,278.803204,253.202198,230.207174,209.26757,191.924954,177.18373,164.176768,153.275695,143.134393,134.549798,126.907145,120.24214,114.887227,109.431909,104.991649,100.797388,96.766772,93.216563,89.95037,86.668613,83.672771,80.808334,78.181312,75.652346
chr21,43865222,43987592,AGPAT3,9,+,73.070223,75.071601,76.968183,78.405754,78.975607,81.718408,84.497081,87.215766,89.445858,92.108562,95.037538,98.396528,102.899524,107.796262,113.81092,119.933827,126.518515,134.827725,144.040063,153.035451,162.558124,171.499206,165.766508,143.695964,138.355539,126.485482,111.859875,120.627531,139.319018,200.018175,189.612605,143.365628,190.76878,175.738512,217.360791,298.293001,411.598094,499.46735,315.635617,127.179186,87.869256,299.449175,408.129571,265.920117,257.826896,247.421326,301.761524,426.628362,376.912862,181.519384,119.085965,80.93221,84.400733,84.400733,60.12107,49.7155,30.060535,34.685233,36.997582,58.964896,50.871675
chr21,29004383,29019349,RWDD2B,6,-,82.088384,102.899524,85.556907,85.556907,95.962477,63.589593,52.027849,46.246977,43.934628,43.934628,34.685233,43.934628,43.934628,47.403151,47.403151,42.778454,65.901942,69.370465,56.652547,53.184023,55.496372,64.745768,157.239721,213.892268,188.456431,190.76878,183.831733,173.426163,311.01092,692.548479,522.590839,374.600513,356.679809,319.489532,269.099597,261.757889,247.614022,227.766361,214.03679,202.073596,191.693719,187.405363,185.469647,178.673416,175.986264,173.888633,166.994943,161.524368,154.734677,148.416285,142.498498,136.813973,131.173244,126.173817,121.398314,116.912358,112.815943,109.022966,105.707376,102.460975,99.238305
chr21,5130870,5154658,LOC102724159,21,-,26.592012,26.592012,21.967314,15.030267,40.466105,58.964896,32.372884,15.030267,18.498791,32.372884,24.279663,15.030267,20.81114,20.81114,26.592012,35.841407,65.901942,55.496372,23.123488,30.060535,31.216709,21.967314,27.748186,98.274826,165.332942,212.736094,358.414071,1237.106632,1765.478343,1155.018248,597.742176,369.975815,247.999414,219.287749,184.120777,156.083547,138.548235,126.683683,115.761964,105.854192,98.159208,90.707139,84.497081,78.708797,73.995163,69.447544,65.468377,61.821326,58.900664,56.409142,54.166772,51.972793,50.188481,48.307983,46.53602,44.905815,43.445477,41.879207,40.466105,39.190326,37.96106
chr21,33266366,33297221,IL10RB,7,+,48.983256,50.074313,51.532346,53.098381,54.829349,56.6063,58.627678,60.925365,63.37938,66.012054,68.098673,70.891747,74.57325,78.55185,82.666471,86.250612,91.502947,97.563334,103.766654,111.938705,121.167079,132.317739,146.834152,163.681265,186.914865,209.498805,233.836277,282.491951,389.052693,628.958886,1023.214364,893.722828,588.492781,434.721583,343.383803,291.355954,264.763943,187.300256,164.176768,128.335361,85.556907,61.277244,53.184023,36.997582,35.841407,52.027849,48.559326,23.123488,27.748186,49.7155,26.592012,38.153756,65.901942,43.934628,31.216709,38.153756,36.997582,26.592012,33.529058,38.153756,34.685233
chr21,34073577,34106260,SLC5A3,2,+,58.232652,60.001466,62.061791,64.103449,65.94641,68.121797,70.719335,73.643284,76.885599,80.326594,83.764837,87.625851,92.172794,97.050641,102.465958,108.526239,115.039355,122.999171,131.322145,140.948173,152.268171,165.076015,183.109124,204.477705,231.042189,259.676775,297.42587,333.749017,323.728838,215.048443,611.616269,439.34628,242.796629,217.360791,227.766361,198.862001,243.952803,201.174349,100.587175,164.176768,280.950385,237.015757,150.302675,147.990326,211.579919,158.395896,82.088384,95.962477,78.619861,58.964896,83.244558,68.214291,53.184023,92.493954,93.650128,58.964896,85.556907,84.400733,72.838989,71.682814,33.529058
chr21,34073577,34143030,MRPS6,3,+,58.232652,60.001466,62.061791,64.103449,65.94641,68.121797,70.719335,73.643284,76.885599,80.326594,83.764837,87.625851,92.172794,97.050641,102.465958,108.526239,115.039355,122.999171,131.322145,140.948173,152.268171,165.076015,183.109124,204.477705,231.042189,259.676775,297.42587,333.749017,323.728838,215.048443,611.616269,439.34628,242.796629,217.360791,227.766361,198.862001,243.952803,201.174349,100.587175,164.176768,280.950385,237.015757,150.302675,147.990326,211.579919,158.395896,82.088384,95.962477,78.619861,58.964896,83.244558,68.214291,53.184023,92.493954,93.650128,58.964896,85.556907,84.400733,72.838989,71.682814,33.529058
chr21,44805616,44818062,SUMO3,4,-,12.717919,19.654965,19.654965,17.342616,10.40557,9.249395,9.249395,15.030267,33.529058,28.904361,23.123488,28.904361,27.748186,34.685233,40.466105,34.685233,38.153756,49.7155,60.12107,49.7155,50.871675,78.619861,78.619861,84.400733,164.176768,265.920117,398.880176,396.567827,552.651374,534.152583,426.628362,173.426163,165.91103,421.232881,428.07358,376.912862,327.775449,289.704277,258.549505,232.77645,211.811154,195.498584,180.459558,168.44572,159.056567,151.073458,143.51015,136.02052,128.849216,123.163002,118.507878,114.075876,109.731463,106.166973,102.61048,99.89347,96.807374,93.949877,91.502947,89.105167,87.175551
chr21,33488054,33491716,DNAJC28,2,-,33.529058,17.342616,13.874093,20.81114,19.654965,10.40557,23.123488,46.246977,35.841407,34.685233,34.685233,32.372884,27.748186,15.030267,13.874093,21.967314,13.874093,10.40557,15.030267,30.060535,34.685233,32.372884,46.246977,63.589593,68.214291,94.806303,205.799047,283.262733,480.96856,1005.871747,997.778526,712.203444,556.697984,411.983486,324.885013,283.031499,250.311762,224.463006,199.729131,180.106282,163.367446,150.302675,138.933626,128.513234,120.159556,112.842624,106.440308,100.723195,96.283637,91.946292,88.620769,85.11646,81.667957,78.670129,75.633077,73.440199,70.704513,68.428397,66.356153,64.307219,62.356341
chr21,14216156,14228372,RBM11,5,+,56.074459,57.968193,59.997194,62.176491,64.567895,66.873129,69.033248,71.532009,74.625804,77.904134,81.221253,85.009246,89.282358,94.1262,99.575522,105.288951,112.066335,120.24214,129.587883,140.632852,154.349285,171.113815,191.346867,215.874281,250.311762,294.130773,362.171638,477.885428,705.266398,1321.507365,1063.680469,448.595676,369.975815,305.230047,245.108978,117.929791,89.025431,95.962477,70.52664,39.30993,54.340198,33.529058,21.967314,25.435837,11.561744,3.468523,4.624698,9.249395,10.40557,17.342616,16.186442,6.937047,3.468523,5.780872,1.156174,1.156174,1.156174,2.312349,4.624698,0.0,4.624698
chr21,42472485,42496224,RSPH1,9,-,48.559326,24.279663,12.717919,21.967314,23.123488,16.186442,12.717919,19.654965,23.123488,16.186442,15.030267,13.874093,17.342616,20.81114,16.186442,4.624698,4.624698,8.093221,12.717919,23.123488,33.529058,65.901942,97.118651,130.64771,100.587175,110.992745,387.318431,1721.543715,2471.900915,1720.38754,633.583583,153.771198,96.540564,67.828899,57.230634,50.409205,44.512715,41.622279,39.165409,36.098335,33.991528,31.84735,30.831318,28.993297,27.335267,25.74415,24.351924,23.191499,22.288474,21.237099,20.34867,19.434741,18.971771,18.649596,18.595139,18.313803,17.920704,17.728008,17.755536,18.93734,18.9998
chr21,43092955,43107578,U2AF1,8,-,41.622279,21.967314,21.967314,34.685233,56.652547,61.277244,54.340198,55.496372,68.214291,115.617442,138.740931,146.834152,147.990326,336.446757,512.185269,255.514547,110.992745,107.524221,149.1465,151.458849,153.771198,291.355954,388.474606,270.544815,124.866838,130.64771,245.108978,430.096885,686.767607,643.989153,560.744595,308.698571,211.579919,160.708245,139.319018,123.941898,109.258483,98.605161,87.435691,78.748325,71.682814,65.586622,61.277244,58.253404,55.083453,52.259084,49.570978,46.99509,44.641179,42.413346,40.581722,38.869483,37.260348,36.293823,35.118798,34.037775,33.440122,32.544169,31.836089,31.655258,30.946935
chr21,41885111,41954018,C2CD2,14,-,94.806303,69.370465,62.433419,52.027849,42.778454,53.184023,82.088384,70.52664,68.214291,68.214291,46.246977,47.403151,58.964896,49.7155,56.652547,53.184023,54.340198,57.808721,61.277244,58.964896,43.934628,43.934628,82.088384,114.461268,172.269989,283.262733,297.136827,341.071455,588.492781,610.460095,558.432246,393.099304,266.498204,233.547233,232.391059,223.141664,205.028264,189.777773,175.449469,169.058393,157.008487,145.677977,136.621278,129.402599,123.875831,118.700574,112.437963,108.136314,103.606075,100.769729,97.927974,94.861359,92.12608,88.774088,86.086821,84.030757,81.910511,80.28989,78.82632,77.304214,76.153355
